scientific_name,park_name,observations,category,common_names,conservation_status
Gratiola viscidula,Great Smoky Mountains National Park,107,Vascular Plant,Short's Hedgehyssop,Não Avaliado
Populus alba,Yellowstone National Park,251,Vascular Plant,"Silver Poplar, White Poplar",Não Avaliado
Galium obtusum,Yosemite National Park,114,Vascular Plant,"Blunt-Leaf Bedstraw, Blunt-Leaved Bedstraw",Não Avaliado
Rosa setigera,Yosemite National Park,135,Vascular Plant,Prairie Rose,Não Avaliado
Cercocarpus betuloides var. betuloides,Yellowstone National Park,269,Vascular Plant,Birch-Leaf Mountain-Mahogany,Não Avaliado
Opuntia fragilis,Great Smoky Mountains National Park,57,Vascular Plant,"Brittle Cactus, Brittle Pricklypear, Fragile Cactus, Jumping Cactus, Little Pricklypear",Não Avaliado
Smallanthus uvedalius,Bryce National Park,91,Vascular Plant,Hairy Leafcup,Não Avaliado
Silene stellata,Bryce National Park,98,Vascular Plant,"Starry Campion, Starry Catchfly",Não Avaliado
Richardsonius balteatus,Yosemite National Park,163,Fish,Redside Shiner,Não Avaliado
Panicum rigidulum var. elongatum,Bryce National Park,93,Vascular Plant,"Stalked-Fruit Panic Grass, Tall Flat Panic-Grass",Não Avaliado
Eriogonum prattenianum var. prattenianum,Yosemite National Park,143,Vascular Plant,Nevada City Buckwheat,Não Avaliado
Doellingeria infirma,Great Smoky Mountains National Park,68,Vascular Plant,Cornel-Leaf Whitetop,Não Avaliado
Agoseris aurantiaca,Yellowstone National Park,241,Vascular Plant,"Orange Agoseris, Orange-Flowered False-Dandelion",Não Avaliado
Verbena hastata,Yosemite National Park,122,Vascular Plant,"Blue Verbena, Blue Vervain, Simpler's-Joy, Swamp Verbena",Não Avaliado
Aster patens var. patens,Yellowstone National Park,230,Vascular Plant,Late Purple Aster,Não Avaliado
Elymus glaucus ssp. glaucus,Bryce National Park,70,Vascular Plant,"Blue Wild Rye, Blue Wildrye",Não Avaliado
Fleischmannia incarnata,Bryce National Park,96,Vascular Plant,Pink Thoroughwort,Não Avaliado
Sialia sialis,Great Smoky Mountains National Park,69,Bird,Eastern Bluebird,Não Avaliado
Scolochloa festucacea,Bryce National Park,97,Vascular Plant,"Common Rivergrass, Rivergrass",Não Avaliado
Elymus hystrix var. hystrix,Yosemite National Park,166,Vascular Plant,Eastern Bottlebrush Grass,Não Avaliado
Sarracenia purpurea,Yellowstone National Park,235,Vascular Plant,Purple Pitcherplant,Não Avaliado
Eriogonum ovalifolium var. nivale,Bryce National Park,149,Vascular Plant,Cushion Buckwheat,Não Avaliado
Sedum sarmentosum,Great Smoky Mountains National Park,56,Vascular Plant,"Stonecrop, Stringy Stonecrop",Não Avaliado
Brachydontium trichodes,Yosemite National Park,141,Nonvascular Plant,Peak Moss,Não Avaliado
Geranium dissectum,Great Smoky Mountains National Park,119,Vascular Plant,Cutleaf Geranium,Não Avaliado
Typha angustifolia,Bryce National Park,77,Vascular Plant,Narrowleaf Cattail,Não Avaliado
Prunus hortulana,Yosemite National Park,147,Vascular Plant,Hortulan Plum,Não Avaliado
Ranunculus acris,Yosemite National Park,142,Vascular Plant,"Tall Buttercup, Tall Butter-Cup",Não Avaliado
Eurybia chlorolepis,Yellowstone National Park,216,Vascular Plant,Mountain Aster,Não Avaliado
Sphenopholis pensylvanica,Great Smoky Mountains National Park,49,Vascular Plant,"Swamp Wedgescale, Trisetum",Não Avaliado
Circaea alpina,Bryce National Park,114,Vascular Plant,"Small Enchanter's Nightshade, Smaller Enchanter's-Nightshade",Não Avaliado
Erigenia bulbosa,Bryce National Park,124,Vascular Plant,Harbinger Of Spring,Não Avaliado
Senecio streptanthifolius,Great Smoky Mountains National Park,69,Vascular Plant,Cleftleaf Groundsel,Não Avaliado
Lasiurus blossevillii,Bryce National Park,113,Mammal,Western Red Bat,Species of Concern
Astragalus alpinus,Great Smoky Mountains National Park,82,Vascular Plant,Alpine Milkvetch,Não Avaliado
Crataegus uniflora,Great Smoky Mountains National Park,91,Vascular Plant,Dwarf Hawthorn,Não Avaliado
Streptopus lanceolatus var. roseus,Bryce National Park,99,Vascular Plant,Twistedstalk,Não Avaliado
Lycopus asper,Yellowstone National Park,283,Vascular Plant,"Rough Bugleweed, Rough Water-Horehound",Não Avaliado
Empidonax wrightii,Bryce National Park,116,Bird,"Gray Flycatcher, Grey Flycatcher",Não Avaliado
Empidonax wrightii,Bryce National Park,116,Bird,Gray Flycatcher,Não Avaliado
Symphyotrichum retroflexum,Yosemite National Park,163,Vascular Plant,Rigid Whitetop Aster,Não Avaliado
Ericameria cuneata var. cuneata,Bryce National Park,100,Vascular Plant,Cliff Goldenbush,Não Avaliado
Mimulus laciniatus,Yellowstone National Park,239,Vascular Plant,Cutleaf Monkeyflower,Não Avaliado
Senecio clarkianus,Yosemite National Park,157,Vascular Plant,Clark's Ragwort,Não Avaliado
Saccharum alopecuroidum,Yosemite National Park,145,Vascular Plant,Beardgrass,Não Avaliado
Picoides borealis,Yosemite National Park,43,Bird,Red-Cockaded Woodpecker,Endangered
Lepidium ramosissimum,Bryce National Park,91,Vascular Plant,"Manybranched Pepperweed, Pepperweed",Não Avaliado
Plagiomnium ciliare,Bryce National Park,108,Nonvascular Plant,Plagiomnium Moss,Não Avaliado
Malva neglecta,Yellowstone National Park,229,Vascular Plant,"Common Mallow, Dwarf Cheeseweed",Não Avaliado
Malva neglecta,Yellowstone National Park,229,Vascular Plant,"Buttonweed, Cheeseplant, Cheeseweed, Common Mallow, Dwarf Mallow, Roundleaf Mallow",Não Avaliado
Amelanchier utahensis,Great Smoky Mountains National Park,66,Vascular Plant,"Utah Serviceberry, Utah Shadberry, Western Serviceberry",Não Avaliado
Allium campanulatum,Yellowstone National Park,234,Vascular Plant,"Dusky Onion, Sierra Onion",Não Avaliado
Carex integra,Yellowstone National Park,258,Vascular Plant,"Smoothbead Sedge, Smoothbeak Sedge",Não Avaliado
Castilleja lacera,Yellowstone National Park,230,Vascular Plant,Cutleaf Indian Paintbrush,Não Avaliado
Collomia heterophylla,Great Smoky Mountains National Park,49,Vascular Plant,Variableleaf Collomia,Não Avaliado
Anemone occidentalis,Yosemite National Park,148,Vascular Plant,White Pasqueflower,Não Avaliado
Senecio aureus,Yosemite National Park,153,Vascular Plant,Golden Ragwort,Não Avaliado
Astragalus congdonii,Yellowstone National Park,230,Vascular Plant,Congdon's Milkvetch,Não Avaliado
Carex,Bryce National Park,80,Vascular Plant,"Carex, Sedge, Sedge Species, Sedges",Não Avaliado
Lysimachia hybrida,Yellowstone National Park,246,Vascular Plant,"Intermediate Loosestrife, Lance-Leaf Loosestrife",Não Avaliado
Amaranthus albus,Yellowstone National Park,212,Vascular Plant,"White Amaranthus, White Pigweed",Não Avaliado
Amaranthus albus,Yellowstone National Park,212,Vascular Plant,"Pigweed, Pigweed Amaranth, Prostrate Pigweed, Tumble Pigweed, Tumbleweed, White Pigweed",Não Avaliado
Poa palustris,Yosemite National Park,172,Vascular Plant,"Fowl Bluegrass, Marsh Bluegrass",Não Avaliado
Poa palustris,Yosemite National Park,172,Vascular Plant,"Fowl Blue Grass, Fowl Bluegrass",Não Avaliado
Melilotus albus,Bryce National Park,85,Vascular Plant,White Sweet-Clover,Não Avaliado
Melilotus albus,Bryce National Park,85,Vascular Plant,"Bokhara-Clover, Honey-Clover, White Melilot, White Sweet-Clover",Não Avaliado
Quercus michauxii,Bryce National Park,131,Vascular Plant,Swamp Chestnut Oak,Não Avaliado
Uvularia perfoliata,Great Smoky Mountains National Park,79,Vascular Plant,Perfoliate Bellwort,Não Avaliado
Thalictrum fendleri,Yosemite National Park,146,Vascular Plant,"Fendler's Meadowrue, Fendler's Meadow-Rue",Não Avaliado
Epilobium lactiflorum,Yellowstone National Park,239,Vascular Plant,"Broadleaf Willowweed, Milkflower Willowherb, White-Flower Willowherb",Não Avaliado
Poecile atricapillus,Great Smoky Mountains National Park,97,Bird,Black-Capped Chickadee,Não Avaliado
Helmitheros vermivorus,Yellowstone National Park,291,Bird,Worm-Eating Warbler,Não Avaliado
Sequoiadendron giganteum,Yosemite National Park,141,Vascular Plant,"Giant Redwood, Giant Sequoia, Sierra Redwood",Não Avaliado
Ditrichum pusillum,Yosemite National Park,160,Nonvascular Plant,Ditrichum Moss,Não Avaliado
Viburnum lantana,Yellowstone National Park,245,Vascular Plant,"Way-Faring Tree, Wayfaring-Tree",Não Avaliado
Ailanthus altissima,Bryce National Park,73,Vascular Plant,Tree-Of-Heaven,Não Avaliado
Salix bebbiana,Bryce National Park,86,Vascular Plant,"Bebb's Willow, Gray Willow",Não Avaliado
Townsendia parryi,Bryce National Park,70,Vascular Plant,"Parry's Townsend Daisy, Parry's Townsendia",Não Avaliado
Corynorhinus rafinesquii,Yosemite National Park,188,Mammal,Rafinesque's Big-Eared Bat,Não Avaliado
Nycticorax nycticorax,Great Smoky Mountains National Park,64,Bird,Black-Crowned Night-Heron,Species of Concern
Nycticorax nycticorax,Great Smoky Mountains National Park,64,Bird,Black-Crowned Night Heron,Species of Concern
Lespedeza hirta,Bryce National Park,106,Vascular Plant,Hairy Bush-Clover,Não Avaliado
Neckera pennata,Bryce National Park,115,Nonvascular Plant,Neckera Moss,Não Avaliado
Ageratina occidentalis,Yellowstone National Park,246,Vascular Plant,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",Não Avaliado
Baeolophus inornatus,Bryce National Park,97,Bird,Oak Titmouse,Não Avaliado
Ribes cynosbati,Yellowstone National Park,237,Vascular Plant,Prickly Gooseberry,Não Avaliado
Krascheninnikovia lanata,Yosemite National Park,151,Vascular Plant,Winterfat,Não Avaliado
Rumex crispus,Yellowstone National Park,256,Vascular Plant,"Curled Dock, Curly Dock",Não Avaliado
Rumex crispus,Yellowstone National Park,256,Vascular Plant,"Curly Dock, Narrowleaf Dock, Sour Dock, Yellow Dock",Não Avaliado
Lonicera involucrata,Yosemite National Park,129,Vascular Plant,"Bearberry Honeysuckle, Twinberry Honeysuckle",Não Avaliado
Pluvialis dominica,Bryce National Park,111,Bird,"American Golden-Plover, Lesser Golden-Plover",Não Avaliado
Equisetum scirpoides,Yellowstone National Park,227,Vascular Plant,Dwarf Scouringrush,Não Avaliado
Spizella pallida,Yellowstone National Park,258,Bird,Clay-Colored Sparrow,Não Avaliado
Hemitremia flammea,Yellowstone National Park,251,Fish,Flame Chub,Species of Concern
Fabronia ciliaris var. polycarpa,Yellowstone National Park,264,Nonvascular Plant,Fabronia Moss,Não Avaliado
Elymus trachycaulus ssp. subsecundus,Yosemite National Park,146,Vascular Plant,"Bearded Wheatgrass, Slender Wheatgrass, Slender Wild Rye",Não Avaliado
Erigeron peregrinus var. hirsutus,Yosemite National Park,125,Vascular Plant,Subalpine Fleabane,Não Avaliado
Eriogonum umbellatum var. nevadense,Great Smoky Mountains National Park,63,Vascular Plant,"Nevada Buckwheat, Sulphur-Flower Buckwheat",Não Avaliado
Mimulus viscidus,Yosemite National Park,192,Vascular Plant,Sticky Monkeyflower,Não Avaliado
Juncus orthophyllus,Great Smoky Mountains National Park,77,Vascular Plant,Straightleaf Rush,Não Avaliado
Limosa fedoa,Yellowstone National Park,266,Bird,Marbled Godwit,Species of Concern
Juncus uncialis,Great Smoky Mountains National Park,97,Vascular Plant,Twelfth Rush,Não Avaliado
Fabronia ciliaris,Bryce National Park,111,Nonvascular Plant,Fabronia Moss,Não Avaliado
Thaspium barbinode,Great Smoky Mountains National Park,95,Vascular Plant,"Hairy-Jointed Meadow-Parsnip, Meadow-Parsnip",Não Avaliado
Polystichum scopulinum,Great Smoky Mountains National Park,54,Vascular Plant,"Eaton's Hollyfern, Mountain Hollyfern",Não Avaliado
Oxalis violacea,Yosemite National Park,159,Vascular Plant,Violet Wood-Sorrel,Não Avaliado
Oxalis violacea,Yosemite National Park,159,Vascular Plant,"Purple Woodsorrel, Violet Woodsorrel, Violet Wood-Sorrel",Não Avaliado
Comandra umbellata,Yosemite National Park,145,Vascular Plant,Bastard Toadflax,Não Avaliado
Carex stipata,Bryce National Park,101,Vascular Plant,"Stalk-Grain Sedge, Stipate Sedge",Não Avaliado
Ribes aureum var. aureum,Yosemite National Park,139,Vascular Plant,Golden Currant,Não Avaliado
Allophyllum gilioides ssp. gilioides,Great Smoky Mountains National Park,54,Vascular Plant,"Dense False Gilia, Dense False Gilyflower",Não Avaliado
Ulmus alata,Yosemite National Park,144,Vascular Plant,Winged Elm,Não Avaliado
Mephitis mephitis,Yellowstone National Park,257,Mammal,Striped Skunk,Não Avaliado
Rudbeckia fulgida var. fulgida,Yosemite National Park,151,Vascular Plant,Orange Coneflower,Não Avaliado
Arnica discoidea,Yosemite National Park,153,Vascular Plant,Rayless Arnica,Não Avaliado
Geum triflorum,Yellowstone National Park,234,Vascular Plant,"Old Man's Whiskers, Prairie Smoke, Prairiesmoke",Não Avaliado
Draba oligosperma,Great Smoky Mountains National Park,34,Vascular Plant,"Fewseed Draba, Glacier Draba",Não Avaliado
Cleistes divaricata,Yellowstone National Park,236,Vascular Plant,Spreading Pogonia,Não Avaliado
Tamias quadrimaculatus,Yellowstone National Park,261,Mammal,Long-Eared Chipmunk,Não Avaliado
Hedysarum sulphurescens,Yosemite National Park,143,Vascular Plant,White Sweetvetch,Não Avaliado
Polypodium hesperium,Great Smoky Mountains National Park,68,Vascular Plant,Western Polypody,Não Avaliado
Galium boreale,Yellowstone National Park,252,Vascular Plant,Northern Bedstraw,Não Avaliado
Hosta lancifolia,Bryce National Park,125,Vascular Plant,Hosta,Não Avaliado
Trillium catesbaei,Bryce National Park,94,Vascular Plant,Catesby's Trillium,Não Avaliado
Larus californicus,Yosemite National Park,136,Bird,California Gull,Não Avaliado
Rana draytonii,Great Smoky Mountains National Park,43,Amphibian,California Red-Legged Frog,Threatened
Fontinalis sullivantii,Bryce National Park,97,Nonvascular Plant,Sullivant's Fontinalis Moss,Não Avaliado
Clematis occidentalis var. grosseserrata,Yellowstone National Park,247,Vascular Plant,Western Blue Virginsbower,Não Avaliado
Anemone occidentalis,Great Smoky Mountains National Park,82,Vascular Plant,White Pasqueflower,Não Avaliado
Anemone patens var. multifida,Great Smoky Mountains National Park,94,Vascular Plant,Cutleaf Anemone,Não Avaliado
Diervilla sessilifolia,Great Smoky Mountains National Park,81,Vascular Plant,"Sessile-Leaved Bush-Honey-Suckle, Southern Bush-Honeysuckle",Não Avaliado
Pohlia annotina,Great Smoky Mountains National Park,84,Nonvascular Plant,Pohlia Moss,Não Avaliado
Astomum muehlenbergianum,Great Smoky Mountains National Park,115,Nonvascular Plant,Muehlenberg's Astomum Moss,Não Avaliado
Aster patens var. patens,Yosemite National Park,132,Vascular Plant,Late Purple Aster,Não Avaliado
Limnothlypis swainsonii,Great Smoky Mountains National Park,56,Bird,Swainson's Warbler,Não Avaliado
Arabis repanda var. greenei,Great Smoky Mountains National Park,78,Vascular Plant,Greene's Rockcress,Não Avaliado
Brachyelytrum septentrionale,Yellowstone National Park,247,Vascular Plant,Northern Shorthusk,Não Avaliado
Secale cereale,Bryce National Park,134,Vascular Plant,"Cultivated Rye, Rye",Não Avaliado
Secale cereale,Bryce National Park,134,Vascular Plant,"Cereal Rye, Common Rye, Cultivated Annual Rye, Cultivated Rye, Rye",Não Avaliado
Packera aurea,Great Smoky Mountains National Park,71,Vascular Plant,Golden Ragwort,Não Avaliado
Delphinium gracilentum,Great Smoky Mountains National Park,75,Vascular Plant,Pine Forest Larkspur,Não Avaliado
Carex debilis var. interjecta,Yellowstone National Park,239,Vascular Plant,Necklace Sedge,Não Avaliado
Myriophyllum sibiricum,Yosemite National Park,176,Vascular Plant,"American Watermilfoil, Shortspike Watermilfoil, Siberian Water-Milfoil",Não Avaliado
Eriophyllum nubigenum,Yosemite National Park,118,Vascular Plant,Yosemite Woolly Sunflower,Species of Concern
Cryptantha ambigua,Yosemite National Park,159,Vascular Plant,"Basin Cryptantha, Wickes Cryptantha, Wilkes Cryptantha",Não Avaliado
Epilobium glaberrimum ssp. glaberrimum,Great Smoky Mountains National Park,72,Vascular Plant,"Glaucus Willowherb, Smooth Willowweed",Não Avaliado
Sorbus sitchensis var. grayi,Yosemite National Park,153,Vascular Plant,Western Mountain-Ash,Não Avaliado
Plantago major,Great Smoky Mountains National Park,90,Vascular Plant,"Nipple-Seed Plantain, Plantain",Não Avaliado
Plantago major,Great Smoky Mountains National Park,90,Vascular Plant,"Broadleaf Plantain, Buckhorn Plantain, Common Plantain, Great Plantain, Rippleseed Plantain",Não Avaliado
Valeriana occidentalis,Yosemite National Park,154,Vascular Plant,"Small-Flower Valerian, Western Valerian, Western Valeriana",Não Avaliado
Mimulus moschatus,Yosemite National Park,139,Vascular Plant,"Musk Monkeyflower, Muskflower",Não Avaliado
Orthocarpus luteus,Bryce National Park,78,Vascular Plant,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover",Não Avaliado
Hoita macrostachya,Yellowstone National Park,263,Vascular Plant,Large Leather-Root,Não Avaliado
Polytrichum piliferum,Bryce National Park,110,Nonvascular Plant,Polytrichum Moss,Não Avaliado
Notropis volucellus,Bryce National Park,69,Fish,Mimic Shiner,Não Avaliado
Poa sylvestris,Yosemite National Park,115,Vascular Plant,Woodland Bluegrass,Não Avaliado
Artemisia vulgaris,Great Smoky Mountains National Park,86,Vascular Plant,"Common Mugwort, Common Wormwood",Não Avaliado
Smilax tamnoides,Yosemite National Park,132,Vascular Plant,"Bristly Greenbrier, Hispid Greenbrier",Não Avaliado
Erigeron compactus,Yosemite National Park,148,Vascular Plant,"Cushion Daisy, Fernleaf Fleabane, Fern-Leaf Fleabane",Não Avaliado
Clarkia purpurea ssp. viminea,Yosemite National Park,157,Vascular Plant,Winecup Clarkia,Não Avaliado
Carex stipata var. stipata,Yosemite National Park,174,Vascular Plant,Owlfruit Sedge,Não Avaliado
Tortella humilis,Bryce National Park,54,Nonvascular Plant,Tortella Moss,Não Avaliado
Elodea nuttallii,Bryce National Park,120,Vascular Plant,Western Waterweed,Não Avaliado
Elodea nuttallii,Bryce National Park,120,Vascular Plant,Waterweed,Não Avaliado
Liriodendron tulipifera,Yosemite National Park,148,Vascular Plant,"Tulip Tree, Tuliptree, Yellow Poplar",Não Avaliado
